0.997859,0.002141
0.987596,0.012404
0.997859,0.002141
0.997859,0.002141
0.991794,0.008206
0.962577,0.037423
0.997859,0.002141
0.992882,0.007118
0.977415,0.022585
0.996217,0.003783
0.995564,0.004436
0.954324,0.045676
0.997859,0.002141
0.997859,0.002141
0.996947,0.003053
0.995918,0.004082
0.979901,0.020099
0.997859,0.002141
0.979167,0.020833
0.994935,0.005065
0.997859,0.002141
0.997813,0.002187
0.368383,0.631617
0.997859,0.002141
0.997859,0.002141
0.274511,0.725489
0.984600,0.015400
0.022805,0.977195
0.574815,0.425185
0.997859,0.002141
0.997859,0.002141
0.978682,0.021318
0.985034,0.014966
0.997859,0.002141
0.997859,0.002141
0.938609,0.061391
0.997758,0.002242
0.997758,0.002242
0.998923,0.001077
0.997859,0.002141
0.998524,0.001476
0.836162,0.163838
0.999182,0.000818
0.997859,0.002141
0.997859,0.002141
0.997859,0.002141
0.996947,0.003053
0.997859,0.002141
0.971834,0.028166
0.996362,0.003638
0.996947,0.003053
0.997859,0.002141
0.997859,0.002141
0.975361,0.024639
0.999089,0.000911
0.997859,0.002141
0.997859,0.002141
0.997859,0.002141
0.997859,0.002141
0.992882,0.007118
0.029574,0.970426
0.820248,0.179752
0.999089,0.000911
0.997859,0.002141
0.997859,0.002141
0.997859,0.002141
0.996362,0.003638
0.986356,0.013644
0.990420,0.009580
0.996947,0.003053
0.214104,0.785896
0.988425,0.011575
0.813376,0.186624
0.998923,0.001077
0.022814,0.977186
0.986588,0.013412
0.992882,0.007118
0.997758,0.002242
0.995434,0.004566
0.022790,0.977210
0.997859,0.002141
0.998319,0.001681
0.997859,0.002141
0.969077,0.030923
0.997859,0.002141
0.022785,0.977215
0.997859,0.002141
0.997859,0.002141
0.997859,0.002141
0.997859,0.002141
0.993232,0.006768
0.024018,0.975982
0.969538,0.030462
0.998812,0.001188
0.997859,0.002141
0.994115,0.005885
0.972482,0.027518
0.983064,0.016936
0.022803,0.977197
0.998923,0.001077
0.997859,0.002141
0.998319,0.001681
0.997859,0.002141
0.997859,0.002141
0.022791,0.977209
0.022770,0.977230
0.997859,0.002141
0.997859,0.002141
0.035642,0.964358
0.997859,0.002141
0.997859,0.002141
0.922458,0.077542
0.978299,0.021701
0.997859,0.002141
0.991794,0.008206
0.998923,0.001077
0.995752,0.004248
0.089566,0.910434
0.966518,0.033482
0.022785,0.977215
0.997859,0.002141
0.997859,0.002141
0.968917,0.031083
0.998319,0.001681
0.997758,0.002242
0.997859,0.002141
0.998319,0.001681
0.997859,0.002141
0.046861,0.953139
0.998923,0.001077
0.999182,0.000818
0.997859,0.002141
0.998845,0.001155
0.997859,0.002141
0.996947,0.003053
0.997859,0.002141
0.990420,0.009580
0.990420,0.009580
0.997859,0.002141
0.995918,0.004082
0.996440,0.003560
0.997859,0.002141
0.997859,0.002141
0.996947,0.003053
0.997859,0.002141
0.998923,0.001077
0.997758,0.002242
0.998524,0.001476
0.997859,0.002141
0.997859,0.002141
0.032152,0.967848
0.040821,0.959179
0.019934,0.980066
0.997475,0.002525
0.996947,0.003053
0.992142,0.007858
0.031092,0.968908
0.997859,0.002141
0.994082,0.005918
0.979290,0.020710
0.997859,0.002141
0.997859,0.002141
0.990333,0.009667
0.997859,0.002141
0.980587,0.019413
0.997859,0.002141
0.971834,0.028166
0.023593,0.976407
0.998923,0.001077
0.997859,0.002141
0.976280,0.023720
0.997859,0.002141
0.998524,0.001476
0.958289,0.041711
0.994534,0.005466
0.997859,0.002141
0.991634,0.008366
0.970143,0.029857
0.969500,0.030500
0.022797,0.977203
0.997859,0.002141
0.996947,0.003053
0.991794,0.008206
0.998923,0.001077
0.039663,0.960337
0.997859,0.002141
0.992344,0.007656
0.966461,0.033539
0.997859,0.002141
0.954611,0.045389
0.997859,0.002141
0.049157,0.950843
0.997523,0.002477
0.997859,0.002141
0.045827,0.954173
0.997859,0.002141
0.997859,0.002141
0.996217,0.003783
0.988385,0.011615
0.991794,0.008206
0.978369,0.021631
0.997859,0.002141
0.992344,0.007656
0.022766,0.977234
0.997859,0.002141
0.998319,0.001681
0.997859,0.002141
0.997859,0.002141
0.980884,0.019116
0.997859,0.002141
0.998923,0.001077
0.998923,0.001077
